source,source_id,name,city,address,latitude,longitude,phone,website,rating,review_count,opening_hours,price_range,tags,licensed,detail_url,lastmod,google_place_id,google_phone,google_website,google_hours,google_rating,google_user_ratings,google_maps_uri,google_returned_address,google_match_confidence
weed_th,12173c68-4fc4-4d77-aa63-02ffba3e66a6,Ganjaland,Udon Thani,"73/1 Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/12173c68-4fc4-4d77-aa63-02ffba3e66a6/udon-thani/ganjaland,2026-05-24T04:34:23.213Z,ChIJaz3alhqdIzERR0eWNfcid1s,064 827 6321,https://www.ganjaland-th.com/,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 – 10:00 PM | Saturday: 12:00 – 10:00 PM | Sunday: 12:00 – 10:00 PM,5,1,https://maps.google.com/?cid=6590775024831317831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"73/1 Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,57496708-236b-4e0e-849e-de75f56196d4,Weed Station Udon,Udon Thani,"ร้าน weed station 122/1 Soi Thongkham Uthit, Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,4.9,12,,,,,https://weed.th/shop/57496708-236b-4e0e-849e-de75f56196d4/udon-thani/weed-station-udon,2026-05-03T23:02:01.791Z,ChIJE4Dk40edIzERJuyyphgSR_Q,093 383 1920,,Monday: 10:00 AM – 3:30 AM | Tuesday: 10:00 AM – 3:30 AM | Wednesday: 10:00 AM – 3:30 AM | Thursday: 10:00 AM – 3:30 AM | Friday: 10:00 AM – 3:30 AM | Saturday: 10:00 AM – 3:30 AM | Sunday: 10:00 AM – 3:30 AM,4.8,29,https://maps.google.com/?cid=17602057565686131750&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Thong Kham, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,1e11dc7b-92c0-41e3-a9c3-62cd69ec0316,AJB CANNABIS SHOP 5,Udon Thani,"37 หนองบัว 5, Tambon Nong Bua, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/1e11dc7b-92c0-41e3-a9c3-62cd69ec0316/udon-thani/ajb-cannabis-shop-5,2026-05-24T04:33:50.146Z,ChIJwbjOJOZ3IzERLaLVOrhvPZA,098 893 5649,,Monday: 10:00 AM – 10:30 PM | Tuesday: 10:00 AM – 10:30 PM | Wednesday: 10:00 AM – 10:30 PM | Thursday: 10:00 AM – 10:30 PM | Friday: 10:00 AM – 10:30 PM | Saturday: 10:00 AM – 10:30 PM | Sunday: Closed,5,1,https://maps.google.com/?cid=10393586352092717613&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"37 หนองบัว 5, Tambon Nong Bua, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,19d4431d-c69a-40ea-b855-fba7ea260d90,2 Ladies cannabis,Udon Thani,"44 Samphan Thamit Alley, เมือง Udon Thani 41000, Thailand",,,,,4.7,15,,,,,https://weed.th/shop/19d4431d-c69a-40ea-b855-fba7ea260d90/udon-thani/2-ladies-cannabis,2026-05-03T23:02:01.791Z,ChIJvRtDHQCdIzERL8d7CryQ7WA,098 241 4764,https://www.facebook.com/share/1BqDb5FZYf/,Monday: 5:00 PM – 5:30 AM | Tuesday: 5:00 PM – 5:30 AM | Wednesday: 5:00 PM – 5:30 AM | Thursday: 5:00 PM – 5:30 AM | Friday: 5:00 PM – 5:30 AM | Saturday: 5:00 PM – 5:30 AM | Sunday: 5:00 PM – 5:30 AM,4.9,38,https://maps.google.com/?cid=6984397734425642799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"219 2 Adulyadej Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,e7a06859-f9fe-43dc-bc63-c3c7d570452f,nb og shop,Udon Thani,,,,,,,,,,,,https://weed.th/shop/e7a06859-f9fe-43dc-bc63-c3c7d570452f/udon-thani/nb-og-shop,2026-05-03T23:02:01.791Z,ChIJvRtDHQCdIzERL8d7CryQ7WA,098 241 4764,https://www.facebook.com/share/1BqDb5FZYf/,Monday: 5:00 PM – 5:30 AM | Tuesday: 5:00 PM – 5:30 AM | Wednesday: 5:00 PM – 5:30 AM | Thursday: 5:00 PM – 5:30 AM | Friday: 5:00 PM – 5:30 AM | Saturday: 5:00 PM – 5:30 AM | Sunday: 5:00 PM – 5:30 AM,4.9,38,https://maps.google.com/?cid=6984397734425642799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"219 2 Adulyadej Rd, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,34cf273b-541b-4cd9-9fd0-84ce11ba536b,Candy41 (Cannabis Shop),Udon Thani,"49 9 Watthananuwong, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",,,,,5.0,109,,,,,https://weed.th/shop/34cf273b-541b-4cd9-9fd0-84ce11ba536b/udon-thani/candy41-cannabis-shop,2026-05-24T04:33:16.648Z,ChIJoZz4viydIzER52otMKbx14w,091 828 0845,https://line.me/R/ti/p/@855oivbe,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,4.9,96,https://maps.google.com/?cid=10148845981377850087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"49 9 Watthananuwong, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,ae454157-5c59-49fc-9423-4cd7afb08848,พวกกัญ,Udon Thani,"3WGH+XR9, Pa Kho, Kumphawapi District, Udon Thani 41370, Thailand",,,,,5.0,13,,,,,https://weed.th/shop/ae454157-5c59-49fc-9423-4cd7afb08848/udon-thani/%E0%B8%9E%E0%B8%A7%E0%B8%81%E0%B8%81%E0%B8%B1%E0%B8%8D,2026-05-24T04:33:04.010Z,ChIJXcHuRl4PIzEROdol5kaCBu8,093 060 2509,,Monday: 9:00 AM – 10:30 PM | Tuesday: 9:00 AM – 10:30 PM | Wednesday: 9:00 AM – 10:30 PM | Thursday: 9:00 AM – 10:30 PM | Friday: 9:00 AM – 10:30 PM | Saturday: 9:00 AM – 10:30 PM | Sunday: Closed,4.8,11,https://maps.google.com/?cid=17223597065945602617&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"3WGH+XR9, Pa Kho, Kumphawapi District, Udon Thani 41370, Thailand",high
weed_th,8a7a04f5-7ff6-4f45-a2bb-b95759b4012f,Space Travel 420,Udon Thani,"88/1 ร้าน Flower Store ร้านส้มตำยายแดงหน้าโครงการรชยา 420 หมากแข้ง Tambon Nong Khon Kwang, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,3,,,,,https://weed.th/shop/8a7a04f5-7ff6-4f45-a2bb-b95759b4012f/udon-thani/space-travel-420,2026-05-24T04:32:32.614Z,,,,,,,,,no_result
weed_th,960f50e4-f7d0-43ed-a12c-852d38cf2223,ฟาร์มกัญชา CANNABIS WARP FARM,Udon Thani,"หลังตลาดไทยศิริ 3 บ้านวัวข้อง Tambon Chiang Phin, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,4,,,,,https://weed.th/shop/960f50e4-f7d0-43ed-a12c-852d38cf2223/udon-thani/%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2-cannabis-warp-farm,2026-05-24T04:32:12.604Z,ChIJAet6jhKdIzEROsQk4Sg0MmY,096 175 4633,,Monday: 8:00 AM – 1:00 AM | Tuesday: 8:00 AM – 1:00 AM | Wednesday: 8:00 AM – 1:00 AM | Thursday: 8:00 AM – 1:00 AM | Friday: 8:00 AM – 1:00 AM | Saturday: 8:00 AM – 1:00 AM | Sunday: 8:00 AM – 1:00 AM,5,2,https://maps.google.com/?cid=7364005690884801594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"หลังตลาดไทยศิริ 3 บ้านวัวข้อง Tambon Chiang Phin, เมือง Chang Wat Udon Thani 41000, Thailand",high
weed_th,0b6e91f4-e9e7-4df8-a20a-b4b38e4e9e82,เติมกัญ420cannabisสามพร้าว,Udon Thani,"37 12 Tambon Sam Phrao, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",,,,,5.0,9,,,,,https://weed.th/shop/0b6e91f4-e9e7-4df8-a20a-b4b38e4e9e82/udon-thani/%E0%B9%80%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%81%E0%B8%B1%E0%B8%8D420cannabis%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%A7,2026-05-24T04:31:59.624Z,ChIJEQJiFAB5IzERUapxaalAEUo,061 235 8031,,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,4.9,8,https://maps.google.com/?cid=5337118129773455953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"37 12 Tambon Sam Phrao, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,d79a87b1-4661-4848-8a4e-6cfd2d34f32a,เช็คอินกัญชา,Udon Thani,,,,,,,,,,,,https://weed.th/shop/d79a87b1-4661-4848-8a4e-6cfd2d34f32a/udon-thani/%E0%B9%80%E0%B8%8A%E0%B9%87%E0%B8%84%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8A%E0%B8%B2,2026-05-03T23:02:01.791Z,ChIJQXx8AfudIzER6NVjy-bPGg4,090 976 6848,,Monday: 8:00 AM – 4:00 AM | Tuesday: 8:00 AM – 4:00 AM | Wednesday: 8:00 AM – 4:00 AM | Thursday: 8:00 AM – 4:00 AM | Friday: 8:00 AM – 4:00 AM | Saturday: 8:00 AM – 4:00 AM | Sunday: 8:00 AM – 4:00 AM,4.9,27,https://maps.google.com/?cid=1016353256087213544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"เลขที่ 476 Soi Jintakarm, Tambon Mak Khaeng, Amphoe Mueang Udon Thani, Chang Wat Udon Thani 41000, Thailand",high
weed_th,87425709-d378-4f10-8727-b5dd2df37527,ONE WEED 1,Udon Thani,"407 Tambon Mueang Phia, Amphoe Kut Chap, Chang Wat Udon Thani 41250, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/87425709-d378-4f10-8727-b5dd2df37527/udon-thani/one-weed-1,2026-05-24T04:29:35.304Z,ChIJc43huK2RIzERJ7wzhA2O0g4,083 682 0300,,Monday: 11:00 AM – 9:30 PM | Tuesday: 11:00 AM – 9:30 PM | Wednesday: 11:00 AM – 9:30 PM | Thursday: 11:00 AM – 9:30 PM | Friday: 11:00 AM – 9:30 PM | Saturday: 11:00 AM – 9:30 PM | Sunday: 11:00 AM – 9:30 PM,5,1,https://maps.google.com/?cid=1068072250343930919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"360/2 Tambon Mueang Phia, Amphoe Kut Chap, Chang Wat Udon Thani 41250, Thailand",high
weed_th,53adb002-5096-4116-b05d-2eb197483ded,ชาชีส ปังปิ้ง,Udon Thani,"539/61 ถนน โพศรี ต.หมากแข้ง อ.เมือง หมากแข้ง Tambon Mak Khaeng, เมือง Chang Wat Udon Thani 41000, Thailand",,,,,5.0,1,,,,,https://weed.th/shop/53adb002-5096-4116-b05d-2eb197483ded/udon-thani/%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%B5%E0%B8%AA-%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%87,2026-05-24T04:29:33.358Z,ChIJ9U6SrJedIzERPfEtf8_3W7E,092 864 7187,https://www.facebook.com/profile.php?id=61559200781298&mibextid=kFxxJD,Monday: 9:00 AM – 11:30 PM | Tuesday: 9:00 AM – 11:30 PM | Wednesday: 9:00 AM – 11:30 PM | Thursday: 9:00 AM – 11:30 PM | Friday: 9:00 AM – 11:30 PM | Saturday: 9:00 AM – 11:30 PM | Sunday: 9:00 AM – 11:30 PM,1,1,https://maps.google.com/?cid=12780080838157922621&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"57/5 หมู่ที่5 ต.หนองบัว อ.เมือง จ.อุดรธานี 41000 สี่แยกไฟแดงทางเข้าหนองใส บ้าน หลังที่3 ซ้ายมือค่ะ Tambon Nong Bua, เมือง Chang Wat Udon Thani 41000, Thailand",high
