src_id,src_id_alt,sources,name,name_thai,name_en,category_raw,subcategory,is_food,lat,lng,zipcode,address,phone,website,email,wongnai_categories,osm_subcategory,fb_ad_count,fb_check_status,fb_search_url,review_count,is_tourism,lead_raw,lead_quality,score_factors,detail_url
osm:683753177,,osm,โรงแรมเจริญธานีขอนแกน,โรงแรมเจริญธานีขอนแกน,Charoen Thani Khon Kaen,hotel,hotel,False,16.4296028,102.832657,,,+66(0) 4322 0400-14,http://www.charoenthanikhonkaen.com,rsvn@charoenthanikhonkaen.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:683753242,,osm,โรงแรมขอนแก่นโฮเต็ล,โรงแรมขอนแก่นโฮเต็ล,Khon Kaen Hotel,hotel,hotel,False,16.4357267,102.8352933,,,+6643333222,https://www.khonkaen-hotel.com/,reservation@khonkaen-hotel.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:725987495,,osm,บะขาม บูทีค รีสอร์ท,บะขาม บูทีค รีสอร์ท,Bakaam Boutique Resort,guest_house,guest_house,False,16.4338212,102.858725,,,+66872202200,https://www.bakaam.com/,contact@bakaam.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:822478789,,osm,โรงแรมบายาสิตา @ KKU,โรงแรมบายาสิตา @ KKU,Hotel Bayasita @ KKU,hotel,hotel,False,16.4774972,102.8315441,,"123, ในเมือง, 40002",0954425509,https://bayasita.kku.ac.th/,bayasita@kku.ac.th,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:1384624104,,osm,โรงแรมโฆษะ,,Kosa Hotel,hotel,hotel,False,16.429458,102.8321649,,,+66-43-320320,https://www.kosahotel.com/,reservations@kosahotel.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3458892126,,osm,โรงแรมอิงธารา,โรงแรมอิงธารา,Ingtara Hotel,hotel,hotel,False,16.4057278,102.8388991,,,"+66-43-228123, +66-81-8732878",http://www.ingtara-hotel.com/,ingtarahotel@gmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:5948171865,,osm,All Seasons Residence,โรงแรมออลซีซั่นเรสซิเดนส์,,hotel,hotel,False,16.4336155,102.8572279,,"4, пл.Сборище 4, 1616",02 451 09 00,https://allseasonsresidence.com/,reservations@allseasonsresidence.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:10556309470,,osm,Ad Lib @ Khon Kaen Innovation Centre,,,hotel,hotel,False,16.4301002,102.8323441,,"999, ซอยศรีจันทร์, ขอนแก่น, 40000",+66 43 100 555,https://www.adlibhotels.co/khon-kaen,khonkaen@adlibhotels.co,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:107568142,,osm,โรงแรมพูลแมนขอนแก่นราชาออร์คิด,,Hotel Pullman Khon Kaen Raja Orchid,hotel,hotel,False,,,,,+66-43-322155,http://www.pullmankhonkaen.com/,pullman@pullmankhonkaen.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:577710528,,osm,OMG Hotel,โรงแรมโอเอ็มจี,OMG Hotel,hotel,hotel,False,,,,"53/1, ถนนพิมพสุต, ในเมือง, เมืองขอนแก่น, ขอนแก่น, 40000","+66-43-239060, +66-43-236651, +66-85-6813131",http://www.omghotelkk.com,omgplace53@hotmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
