osm_id,osm_type,category,subcategory,name,name_en,name_th,lat,lng,phone,website,facebook,instagram,line_id,email,opening_hours,address_full,stars,cuisine,wheelchair,operator
1212228643,node,amenity,restaurant,New York Steakhouse,,,17.6103804,100.0857112,,,,,,,,,,,,
2147736301,node,tourism,hotel,โรงแรมไทธนารีสอร์ท,,,17.6086281,100.0838679,,,,,,,,,,,,
2487094623,node,tourism,hotel,Friday Hotel (closed 2020),,,17.614288,100.0928447,,,,,,,,,,,,
2590384747,node,shop,coffee,Café Amazon,Café Amazon,คาเฟ่ อเมซอน,17.6049463,100.1243333,,,,,,,,,,coffee_shop,,PTT
2622028435,node,amenity,restaurant,,,,17.6097522,100.0881019,,,,,,,,,,,,
3033876278,node,tourism,hotel,,,,17.6210045,100.0994332,,,,,,,,,,,,
3314146631,node,tourism,hotel,Grang Wana Hotel,,,17.6122878,100.0916724,,,,,,,,,,,,
3314153585,node,tourism,hotel,Thanakorn Hotel,,,17.6312099,100.1022511,,,,,,,,,,,,
3314164681,node,tourism,hotel,Baan Thip,,,17.638393,100.095079,,,,,,,,,,,,
3956358058,node,amenity,cafe,KK Coffee & Bakery,,,17.637647,100.095375,,,,,,,,Uttaradit,,,yes,
3956613557,node,amenity,food_court,Food Market,,,17.6355406,100.0945894,,,,,,,,,,thai,,
3989762964,node,amenity,cafe,,North Coffee,,17.6858674,100.1430226,,,,,,,,,,,,
3989762972,node,amenity,cafe,,,,17.6530114,100.1420686,,,,,,,,,,,,
4043189381,node,tourism,hotel,สุนีย์บูติคโฮเท็ล,Sunee Boutique Hotel,,17.6199092,100.0906878,,,,,,,,,,,,
4170886509,node,amenity,restaurant,ร้านเรือนพี่เรือนน้อง,,,17.5894318,100.1348765,+6655442937,,,,,,Mo-Su 10:00-18:00,Uttaradit Thailand,,thai,,
4204032189,node,amenity,cafe,Bitter Sweet,,,17.6258034,100.0875952,,,,,,,,,,,,
4204032190,node,amenity,cafe,,,,17.6241323,100.0868755,,,,,,,,,,,,
4204032194,node,amenity,restaurant,Pasta,,พาสต้า,17.6251561,100.0986038,,,,,,,,,,italian,,
4204032196,node,amenity,cafe,Max Coffee,,,17.6129655,100.088524,,,,,,,,,,,,
4204032201,node,amenity,cafe,Boon Boon Café,,,17.6276283,100.0880882,,,,,,,,,,coffee_shop,,
4204032211,node,amenity,restaurant,Tip Restaurant,,,17.6277729,100.0887665,,,,,,,,,,,,
4204032220,node,tourism,hotel,เดอะรูม,The Room Hotel,,17.6312506,100.0878561,,,,,,,,,,,,
4204032225,node,amenity,bar,Blacky Cat,,,17.6314327,100.0879079,,,,,,,,,,,,
4320640589,node,amenity,restaurant,,Ran-ahan tak ngoen,,17.608937,100.0834751,055403858,Facebook/ร้านอาหารตักเงินใกล้ขนส่งอุตรดิตถ์,,,,,Mo-Su 11:00-22:00,"2/83, พาดวารี, 53000",,thai,,อาหารไทยรสเลิศ
4433638889,node,amenity,fast_food,ร้านอาหารตามสั่งข้างโรงพักวังกะพี้ อุตรดิตถ์,,,17.5656604,100.1122668,,,,,,,Mo-Sa,,,,,
4520237689,node,amenity,fast_food,ลมเย็น,Lomyen,ลมเย็น,17.5933622,100.1304308,,,,,,,,,,thai,,
4525864790,node,tourism,attraction,บ้านเทียนหอม,Ban TienHom,บ้านเทียนหอม,17.5938921,100.1307076,,,,,,,Mo-Su 09:30-20:30,,,,,
4560285159,node,amenity,restaurant,Hungry Bunny,,,17.6399643,100.0822665,,,,,,,,,,steak_house,,
4684829092,node,amenity,cafe,Food Lover,,Food Lover,17.6223146,100.0865241,,,,,,,,,,thai,,
4684901789,node,amenity,cafe,Little Coffee,,,17.6223149,100.0863735,,,,,,,,,,coffee_shop;ice_cream,,
4690525491,node,amenity,cafe,Chao Doi,We Love Coffee,Chao Doi,17.6092725,100.0830042,,,,,,,,,,coffee_shop,,
4745925824,node,amenity,restaurant,,The New York Steakhouse,,17.6135095,100.0899944,,,,,,,,,,,,
4745959422,node,amenity,restaurant,,Lom Yen,,17.6051754,100.0950098,,,,,,,,,,,,
4745993022,node,amenity,restaurant,,Ban Ton Mai,,17.6303233,100.0876725,,,,,,,,,,,,
4745993023,node,amenity,restaurant,,Wat Kasem Noodle,,17.619128,100.091123,,,,,,,,,,,,
4917171321,node,tourism,hotel,,Chu Cho Chai Mansion,,17.6249792,100.0904484,,,,,,,,,,,,
5269169123,node,tourism,hotel,J2 Inn,,,17.5909381,100.1329433,,,,,,,,,,,,
