src_id,src_id_alt,sources,name,name_thai,name_en,category_raw,subcategory,is_food,lat,lng,zipcode,address,phone,website,email,wongnai_categories,osm_subcategory,fb_ad_count,fb_check_status,fb_search_url,review_count,is_tourism,lead_raw,lead_quality,score_factors,detail_url
osm:1425326995,,osm,Ben Guesthouse,,,guest_house,guest_house,False,19.9042445,99.8234859,,,+6653716775,http://www.benguesthousechiangrai.com/,benguesthouse@hotmail.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:2140748944,,osm,อัมรินทร์ รีสอร์ท,อัมรินทร์ รีสอร์ท,Amarin Resort,hotel,hotel,False,19.9196202,99.8509256,,,+6653748785,https://www.amarinresortchiangrai.com/,rsvn@amarinresortchiangrai.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:2315631889,,osm,Fun-D,,,guest_house,guest_house,False,19.9075906,99.8404026,,"753, Phahon Yothin Road",+6653712123,http://www.fun-dhostel.com,contact@fun-dhostel.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3219713102,,osm,บ้านลมเย็นโฮมสเตย์,,Ban Lom Jen Homestay,guest_house,guest_house,False,19.9388816,99.7670678,,,+66 85 6222097;+66 80 8561796,http://banlomjen-chiangrai.com/,lom.jen.homestay@gmail.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4037037252,,osm,Union of Hill Tribe Villages and Longneck Karen,,,attraction,attraction,False,20.0201141,99.8912329,,"266, Chiang Rai, 57100",+6653 705 337,http://www.unionhilltribe.com/,unionhilltribe@hotmail.com,,attraction,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4528072891,,osm,Tourist Inn,Tourist Inn,Tourist Inn,guest_house,guest_house,False,19.902563,99.8314859,,"1004/1, Jedyod Road, 57000",053752094,https://www.touristinnhotel.com/,touristinn_team@hotmail.co.th,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4561324789,,osm,,,Ti Amo Hostel,hostel,hostel,False,19.9066483,99.8311624,,"38/40, ถนนเจ็ดยอด, 57000",0953136370,http://chiangraicentral.com,tiamothailand@gmail.com,,hostel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4563720690,,osm,เชียงรายเซ็นทรัลเกสท์เฮ้าส์,,Chiangrai Central Guesthouse,guest_house,guest_house,False,19.9066762,99.8311651,,"38/40, ถนนเจ็ดยอด, 57000",0908913030,http://chiangraicentral.com,tiamothailand@gmail.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:10651317905,,osm,,,Babuh Boutique Homestay,guest_house,guest_house,False,20.0023494,99.8538737,,"82, Moo 3, 57100",+660869193370,http://th.bambuhboutiqe.com,bambuhboutique@mail.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:269747630,,osm,,,"Karen, Akha, & Long Neck tribal village",attraction,attraction,False,,,,,+6653 705 337,http://www.unionhilltribe.com/,unionhilltribe@hotmail.com,,attraction,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:393447653,,osm,บ้านดำ,บ้านดำ,Baan Dam Museum,museum,museum,False,,,,,+6653776333,https://thawan-duchanee.com/,info@thawan-duchanee.com,,museum,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:547713585,,osm,พิพิธภัณฑ์ชาวเขา,,Hilltribe Museum,museum,museum,False,,,,"620/25 3 floor, ถนน ธนาลัย, Chiang Rai, 57000",+6653740088,https://www.pdacr.org/,crpdatour@hotmail.com,,museum,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:623835953,,osm,โรงแรมเวียงอินทร์,,Wiang Inn Hotel,hotel,hotel,False,,,,"893, ถนนพหลโยธิน, Chiang Rai, 57000",+66 0-5371-1533,http://www.wianginn.com/,wianginn@ksc.th.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:643043417,,osm,Rasa Hotel,,,hotel,hotel,False,,,,,+6653717454,http://rasaboutiquehotelchiangrai.com/,Rasaboutiquehotel@hotmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:965313905,,osm,ขัวศิลปะ,ขัวศิลปะ,Art Bridge,gallery,gallery,False,,,,,+66 53 166 623,https://artbridgechiangrai.org/,artbridge.cr@gmail.com,,gallery,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:1074237705,,osm,นายญ่า,นายญ่า,Nai Ya,hotel,hotel,False,,,,"111, ถนนร่วมจิตถวาย, เชียงราย, 57000",+66 53 727239,https://www.naiyahotel.com,naiyafo@gmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:1075480831,,osm,โรงแรมบ้านศิลป์,โรงแรมบ้านศิลป์,Baan Silp Hotel,hotel,hotel,False,,,,,+66 537563356,https://baansilphotel.top/,sasipim555@gmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:1110932840,,osm,บ้านพอดีดิน,บ้านพอดีดิน,Baan Pordeedin,guest_house,guest_house,False,,,,"199/1-3 Moo 21, ถนน ศรีบุญเรือง, เชียงราย, 57000",+66 (0)53 719554,https://www.baanpordeedin.com,info@baanpordeedin.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:1127661775,,osm,โรงแรมเดอะแกรนด์ดิโอส,,The Grandiose Hotel Chiang Rai,hotel,hotel,False,,,,"211, 8, Rob Wiang, Rop Wiang, Mueang Chiang Rai, Chiang Rai, 57000",+66 80 818 1763,https://www.thegrandiosehotel.com/,reservation@thegrandiosehotel.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
