src_id,src_id_alt,sources,name,name_thai,name_en,category_raw,subcategory,is_food,lat,lng,zipcode,address,phone,website,email,wongnai_categories,osm_subcategory,fb_ad_count,fb_check_status,fb_search_url,review_count,is_tourism,lead_raw,lead_quality,score_factors,detail_url
osm:1250836227,,osm,Darling View Point Guesthouse,,,hostel,hostel,False,19.3605867,98.4487094,,,+66895596267,http://www.darlingthailand.com/,darlingthailand@hotmail.com,,hostel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:2147398105,,osm,Unicorn,,,hotel,hotel,False,19.3572795,98.4425484,,,+66895596267,http://www.darlingpai.com/,darlingthailand@hotmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:2482066611,,osm,Phu Pai Art Resort,,,hotel,hotel,False,19.394842,98.431371,,,+6653065111,http://www.phupai.com/,info@phupai.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3195078883,,osm,Brook View,,,guest_house,guest_house,False,19.3631048,98.4400491,,"132, Moo 1, Wiangtai",+6653699366;+66819924900,http://www.paibrookview.com/,paibrookview@hotmail.com,,guest_house,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:3928754604,,osm,The Oia Pai Resort,,The Oia Pai Resort,hotel,hotel,False,19.3529759,98.4471167,,"254, 58130",+66817559968,https://www.theoiaresort.com/,oiapaitook@hotmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4207244318,,osm,Mari Pai Resort,,,hostel,hostel,False,19.340594,98.43356,,"97, 58130",+66840424932,http://www.maripairesort.com,mari_pai_resort@yahoo.com,,hostel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4525500905,,osm,,,Pai Chan Cottage,motel,motel,False,19.354935,98.4469222,,191 moo 1 Mae Hee Pai Mae Hong Son 58130,+66 (0) 811803064,http://www.paichan.com,info@paichan.com,,motel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:4550639711,,osm,,,Re-wild House,hostel,hostel,False,19.3490324,98.4509377,,,0991566745,http://www.re-wildhouse.com,chonsamoe@Gmail.com,,hostel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:5285614560,,osm,Lilu Hotel,,,hotel,hotel,False,19.3576268,98.44055,,,+66 53 064 351,https://www.lilu-hotel.com/,info.liluhotel@gmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:6147300685,,osm,โรงแรม อ้ายปาย,,Ai Pai Hotel,hotel,hotel,False,19.3613154,98.4400657,,"288 Moo 1, R1095, 58130",6653699952,http://www.aipaihotels.com,info@aioli.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:6337601160,,osm,บ้านปายในเวียง,บ้านปายในเวียง,Baan Pai Nai Wieng,hotel,hotel,False,19.3595859,98.4395704,,"51/1, เขตเขลางค์ซอย2, Pai, 58130",+66 616234693,https://www.baanpainaiwieng.com/en-gb,papimolpa@gmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:9300397185,,osm,Baan Chokdee Pai Resort,,,hotel,hotel,False,19.3634125,98.4349915,,"257 Moo 1, Pai, 58130",+66 85 2198988,https://baanchokdeepai.com/,songsmaple@gmail.com,,hotel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:641175467,,osm,Revolution Pai (Reception),,,hostel,hostel,False,,,,"76 moo 3, Wiang Tai, Pai, 58130",053699411,https://www.revolutionhostels.com/,pai@revolutionhostels.com,,hostel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:1040730481,,osm,Pai RiverJam Hostel,,Pai RiverJam Hostel,hostel,hostel,False,,,,"99, Moo หมู่ 4 Wiang Tai, Amphoe Pai, Chang Wat Mae Hong Son 58130, Pai, 58130",0954878851,https://www.booking.com/hotel/th/pai-zen-jam-river-hostel-amp-campground.html,paijamhostel@gmail.com,,hostel,,,,,1,8,6,+3 real website ; +2 tourism category ; +2 phone ; +1 email,
osm:5394585421,,osm,,,The Heart of Pai Resort,guest_house,guest_house,False,19.3558188,98.4379703,,,+66-53-699984,http://www.heartofpai.com/,,,guest_house,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:6987523021,,osm,Yoma Hotel,,,hotel,hotel,False,19.3677657,98.4391648,,"59, Wiang Tai, Pai, Mae Hong Son, 58130",+66 (0) 5369 9423,https://yoma-hotel.com/,,,hotel,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:9430659217,,osm,Banh Banh Pun Pai Sandwich Vietnam,,,restaurant,restaurant,True,19.3590313,98.4434514,,"Chai Songkhram Rd, 58130",+66 95 692 2798,https://www.google.com/maps?q=Banh+Banh+Pun+Pai+Sandwich+Vietnam%2C+Chai+Songkhram+Rd%2C+Wiang+Tai%2C+Pai+District%2C+Mae+Hong+Son+58130%2C+Thailand,,,restaurant,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:308928929,,osm,Pai Paradise,,,guest_house,guest_house,False,,,,,+66 53 698065;+66 89 4313511;+66 81 5954974 ,https://www.pairadise.com/,,,guest_house,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:447868962,,osm,Baan Kung Kang de Pai,,,hotel,hotel,False,,,,"282, Moo 8 Wiang Tai, Pai, 58130","053 064 450, 086 368 5556",https://baankungkangdepai.com/,,,hotel,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:764237694,,osm,Family House Zen Boutique Resort,,,hotel,hotel,False,,,,,+66835413304,https://familyhousezenboutiqueresort.com/,,,hotel,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:764237695,,osm,Family House Zen Boutique Resort,,,hotel,hotel,False,,,,,+66835413304,https://familyhousezenboutiqueresort.com/,,,hotel,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:1128114950,,osm,Twin Hut,,,guest_house,guest_house,False,,,,,0810280843,http://www.twin-hut.com/,,,guest_house,,,,,1,7,5,+3 real website ; +2 tourism category ; +2 phone,
osm:4630411890,,osm,,,Charnchai Muay Thai,fitness_centre,fitness_centre,False,19.3628737,98.4344277,,"174 Moo 1, Chaisongkharm Road, Pai, 58130",+66849181498,https://www.charnchaimuaythai.com,charnchaimuaythai@gmail.com,,fitness_centre,,,,,0,6,4,+3 real website ; +2 phone ; +1 email,
osm:6332498803,,osm,Pai Let‘s Go Tour,,,information,information,False,19.3588113,98.4409182,,,+61 (0)8 6455 1567,https://www.pailetsgo.com/,info@pailetsgo.com,,information,,,,,0,6,4,+3 real website ; +2 phone ; +1 email,
osm:6717724885,,osm,,,KHAOTHA CAFE,cafe,cafe,True,19.3520694,98.4420209,,58130,,http://khaotha.com,service@khaothacafe.com,,cafe,,,,,1,6,4,+3 real website ; +2 tourism category ; +1 email,
osm:7028025285,,osm,Bodhi Tree Yoga,,,fitness_centre,fitness_centre,False,19.3572014,98.4410579,,,+66842518060,https://bodhitreeyogapai.com/,loveyoga@bodhitreeyogapai.com,,fitness_centre,,,,,0,6,4,+3 real website ; +2 phone ; +1 email,
osm:11405525154,,osm,Revolution Pai In Town,,,hostel,hostel,False,19.3579515,98.4410589,,"6/1, Moo 3, Pai, 58130",,https://www.revolutionhostel.com/,paiintown@revolutionhostels.com,,hostel,,,,,1,6,4,+3 real website ; +2 tourism category ; +1 email,
osm:2531911233,,osm,,,Phu Pai Art Resort,guest_house,guest_house,False,19.3867363,98.4276187,,,,http://www.phupai.com,,,guest_house,,,,,1,5,4,+3 real website ; +2 tourism category,
osm:2532018374,,osm,Coffee in Love,,Coffee in love,cafe,cafe,True,19.3385597,98.4332953,,"92, 58130",+6653698251,,coffeeinlove_pai@hotmail.com,,cafe,,,,,1,5,4,+2 tourism category ; +2 phone ; +1 email,
osm:4247701389,,osm,Common Grounds,,,hostel,hostel,False,19.3606603,98.4418542,,,,https://commongroundspai.com/,,,hostel,,,,,1,5,4,+3 real website ; +2 tourism category,
osm:4326846690,,osm,Chew Xin Jai,,,restaurant,restaurant,True,19.3570415,98.4394579,,58130,+66 85 7173628,,chewxinjai@gmail.com,,restaurant,,,,,1,5,4,+2 tourism category ; +2 phone ; +1 email,
osm:4487866992,,osm,,,B2 Pai Premier Hotel,hotel,hotel,False,19.3603008,98.4364768,,"76 M.2, Viengtai",,https://www.b2hotel.com,,,hotel,,,,,1,5,4,+3 real website ; +2 tourism category,
osm:4524211590,,osm,,,Cafecito mexican cafe,cafe,cafe,True,19.3521984,98.4420504,,Khet Khelang Rd,,http://fb.com/CafecitoPai,,,cafe,,,,,1,5,4,+3 real website ; +2 tourism category,
