osm_id,osm_type,category,subcategory,name,name_en,name_th,lat,lng,phone,website,facebook,instagram,line_id,email,opening_hours,address_full,stars,cuisine,wheelchair,operator
985068061,node,tourism,hotel,Sook Somboon 2 Hotel,,,7.2025933,100.5904564,,,,,,,,,,,,
1116453647,node,tourism,museum,พิพิธภัณฑสถานแห่งชาติ สงขลา,Songkhla National Museum,พิพิธภัณฑสถานแห่งชาติ สงขลา,7.2023972,100.5889444,,,,,,,We-Su 09:00-16:00,,,,,
1141893386,node,amenity,restaurant,ร้านอาหารมุสลิม,Muslim Food Restaurant,ร้านอาหารมุสลิม,7.1788127,100.6135491,,,,,,,08:30-16:00,,,thai,,
1650153685,node,tourism,guest_house,Songkhla Guesthouse,,,7.2030652,100.5898424,,,,,,,,,,,,
1743997459,node,amenity,restaurant,jazz coffee,,,7.161787,100.6060822,,,,,,,,,,,,
2859528994,node,amenity,cafe,Secret Garden,,,7.1953403,100.5901495,,,,,,,Mo-Su 11:00-21:00,,,,,
2859529191,node,amenity,marketplace,,,,7.2013123,100.5895175,,,,,,,,,,,,
3309949874,node,tourism,attraction,,,,7.191423,100.5727187,,,,,,,,,,,,
3309950101,node,tourism,attraction,Serpent spout water sculpture,Serpent spout water sculpture (head),,7.227161,100.5769363,,,,,,,,,,,,
3309951767,node,tourism,attraction,,,,7.1908532,100.570048,,,,,,,,,,,,
3309951779,node,tourism,hotel,,Narai Hotel,,7.2077081,100.5886963,,,,,,,,,,,,
3309951781,node,amenity,restaurant,,,,7.2082081,100.5891693,,,,,,,,,,chinese,,
3309953365,node,tourism,hotel,,Queens Hotel,,7.202356,100.5905342,,,,,,,,,,,,
4136148692,node,amenity,cafe,บ้านแสนสุข,,,7.1745872,100.6262355,,,,,,,,,,,,
4303802402,node,tourism,guest_house,Buth GH,,,7.2030665,100.590042,,,,,,,,,,,,
4303818792,node,tourism,guest_house,Holland House,,,7.2030455,100.5897069,074314890,,,,,,,Rong Mueang Alley,,,,
4304630394,node,tourism,guest_house,Yoma GH,,,7.2030303,100.5886666,,,,,,,24/7,,,,,
4307239289,node,tourism,attraction,The sculpture of serpent,,,7.2125288,100.5884736,,,,,,,,,,,,
4484783209,node,tourism,hotel,Pavillion Hotel Songkhla,,,7.2033606,100.5936338,+6674441850,http://pavillionhotels.com/,,,,,,"17, ถนนปละท่า, 9000",,,,
4691963100,node,tourism,attraction,,Food market,,7.2018448,100.5926892,,,,,,,,,,,,
4691964205,node,tourism,attraction,,Old Train Station,,7.2020567,100.59344,,,,,,,,,,,,
4691979601,node,tourism,attraction,,Old City Wall,,7.2019232,100.589426,,,,,,,,,,,,
4693102295,node,amenity,bar,,Sports Bar,,7.2076628,100.5919396,,,,,,,,,,,,
4693135590,node,amenity,cafe,,Coffee and Snacks,,7.2031379,100.5883468,,,,,,,,,,,,
4693532893,node,tourism,attraction,,Ancient Graveyard of Dutch Merchants,,7.23341,100.5606335,,,,,,,,,,,,
4693533291,node,tourism,attraction,,Tomb of Sultan Salaiman,,7.2335929,100.5572768,,,,,,,,,,,,
4693591189,node,tourism,attraction,,Ruined Stupa,,7.2176654,100.5596126,,,,,,,,,,,,
4693591289,node,tourism,attraction,,Fort Number 9,,7.2200012,100.5570481,,,,,,,,,,,,
4695665390,node,tourism,attraction,,Fort Number 7,,7.2240277,100.5655864,,,,,,,,,,,,
4695665391,node,tourism,attraction,,Fort,,7.2165036,100.5693066,,,,,,,,,,,,
4695665392,node,tourism,attraction,,Fort,,7.2172237,100.5687641,,,,,,,,,,,,
4695667592,node,tourism,attraction,,Fort and old City Wall & Moat,,7.2248273,100.564915,,,,,,,,,,,,
4695667593,node,tourism,attraction,,Stupas of Victory,,7.2151536,100.5693735,,,,,,,,,,,,
4695667594,node,amenity,restaurant,,Thai food,,7.2225734,100.566979,,,,,,,,,,,,
4695667595,node,tourism,attraction,,Khao Tang Kuan Royal pavilion,,7.2098196,100.5884693,,,,,,,,,,,,
4695667596,node,tourism,attraction,,Fort with canons,,7.2127679,100.5837577,,,,,,,,,,,,
4695667598,node,tourism,attraction,,City gates,,7.1924776,100.5904155,,,,,,,,,,,,
4695681695,node,tourism,attraction,,Old city wall,,7.1988962,100.5886182,,,,,,,,,,,,
4695714789,node,tourism,attraction,,Fort,,7.2183275,100.5681973,,,,,,,,,,,,
4695714790,node,tourism,attraction,,Archaeological Information Centre,,7.2215797,100.5671631,,,,,,,,,,,,
4695714889,node,tourism,attraction,,Fort,,7.220062,100.5675908,,,,,,,,,,,,
4695714989,node,tourism,attraction,,Fort,,7.2222941,100.5671457,,,,,,,,,,,,
