osm_id,osm_type,category,subcategory,name,name_en,name_th,lat,lng,phone,website,facebook,instagram,line_id,email,opening_hours,address_full,stars,cuisine,wheelchair,operator
1651157654,node,tourism,guest_house,Pop Guest House,,,12.2420612,102.5107715,,,,,,,,,,,,
1651157668,node,amenity,restaurant,Pier 112,,,12.240728,102.5129405,,,,,,,,,,,,
1651157697,node,amenity,cafe,Corner Cafe,,,12.2417235,102.5119786,,,,,,,,,,,,
1651157718,node,tourism,guest_house,Residang House,,,12.2408353,102.5130535,,,,,,,,,,,,
1651161784,node,tourism,hotel,Trad Hotel,,,12.2442309,102.5113464,,,,,,,,,,,,Private
1651162237,node,amenity,bar,My Bar,,,12.2482291,102.5090876,,,,,,,,,,,,
1787921706,node,tourism,hotel,Rimklong Boutique Hotel,,,12.2418179,102.5129048,,,,,,,,,,,,
1862810080,node,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,12.2258764,102.5049243,,,,,,,07:00-19:00,,,coffee_shop,no,PTT
2241016339,node,tourism,guest_house,Tok Guest House 2,,,12.2447044,102.5082118,,,,,,,,,,,,
2241024209,node,amenity,restaurant,,,,12.2386756,102.5005195,,,,,,,,,,,,
2241090700,node,amenity,restaurant,Orchid Restaurant,,,12.2425306,102.5112333,,,,,,,,,,,,
2241090703,node,tourism,guest_house,Orchid Guest House,,,12.2423313,102.5113367,+66927658400,https://www.orchidguesthousetrat.com/,,,,orchidguesthouse@gmail.com,,"92, ถนน หลักเมือง, 23000",,,limited,Jum Orchid
2241090705,node,tourism,guest_house,Sawasdee Guest House,,,12.2424895,102.5113377,,,,,,,,,,,,
2241100412,node,tourism,guest_house,Tattoo Guest House,,,12.2417476,102.5109908,,,,,,,,,,,,
2241100415,node,tourism,guest_house,N. P. Guest House,,,12.2419833,102.5117099,,,,,,,,,,,,
2241100418,node,tourism,guest_house,Guy Guesthouse,,,12.2415638,102.5119501,,,,,,,,,,,,
2241100419,node,tourism,guest_house,Jane's Place,,,12.242286,102.512142,,,,,,,,,,,,
2241111489,node,amenity,bar,Oscar,,Oscar,12.2412216,102.5125674,,,,,,,,,,,,
2241119275,node,tourism,guest_house,Baan Jaidee Guest House,,,12.2426814,102.5133416,,,,,,,,,,,,
2241119277,node,amenity,fast_food,Bannana B.B.Q,,,12.2429098,102.5125943,,,,,,,,,,,,
2241119280,node,tourism,guest_house,Be happy Guest House,,,12.2422982,102.5130394,,,,,,,,,,,,
2241125016,node,tourism,guest_house,Basar Guesthouse,,,12.2409639,102.5129314,,,,,,,,,,,,
2241152719,node,amenity,restaurant,Joy Pizza,,,12.2450202,102.5163827,,,,,,,,,,pizza,,
2243979367,node,tourism,guest_house,Garden Home Guest House,,,12.2419555,102.5102483,,,,,,,,,,,,
2247590156,node,tourism,guest_house,Windy Guest House,,,12.2415089,102.5113013,,,,,,,,,,,,
2248360094,node,amenity,restaurant,,,,12.2442508,102.4981099,,,,,,,,,,,,
2248360107,node,tourism,hotel,Golden View Hotel,,,12.2446754,102.4992203,,,,,,,,,,,,
2248377535,node,amenity,restaurant,,,,12.2446964,102.4907392,,,,,,,,,,,,
2248402814,node,amenity,restaurant,,,,12.2481511,102.4833738,,,,,,,,,,,,
2248439647,node,amenity,restaurant,,,,12.2351813,102.4961143,,,,,,,,,,,,
2248439654,node,tourism,hotel,Golden House Hotel,,,12.2382535,102.5002235,,,,,,,,,,,,
2411776574,node,tourism,guest_house,Artist's Place,,,12.2405825,102.5133036,,,,,,,,,,,,
2411776610,node,tourism,guest_house,Pop 2 Guest House,,,12.2415579,102.5108529,,,,,,,,,,,,
2411795787,node,amenity,cafe,,,,12.2422626,102.5122028,,,,,,,,,,,,
2411829138,node,amenity,cafe,Sea House Cafe,,,12.2426528,102.5106088,,,,,,,,,,coffee,,
2411829139,node,amenity,restaurant,The Story House,,,12.2428213,102.5134734,,,,,,,,,,,,
2411829158,node,amenity,restaurant,,,,12.2426402,102.5107883,,,,,,,,,,,,
2411829159,node,amenity,restaurant,,,,12.2426884,102.5111248,,,,,,,,,,,,
2411829166,node,amenity,restaurant,,,,12.2432293,102.5137775,,,,,,,,,,,,
2411833085,node,amenity,restaurant,ก๋วยเตี๋ยวปู,,,12.2430697,102.5122009,,,,,,,,,,,,
2411848403,node,amenity,restaurant,,,,12.246232,102.5109069,,,,,,,,,,,,
2411852981,node,shop,coffee,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,12.2475748,102.5136766,,,,,,,,,,coffee_shop,,PTT
2411852985,node,amenity,restaurant,,,,12.2470985,102.5129627,,,,,,,,,,,,
2411909341,node,amenity,restaurant,Music & Restaurant,,,12.2466286,102.5119647,,,,,,,,,,,,
2411909408,node,amenity,restaurant,,,,12.2483055,102.5143184,,,,,,,,,,,,
2411909411,node,amenity,restaurant,,,,12.2486659,102.5145467,,,,,,,,,,,,
2411909422,node,amenity,restaurant,,,,12.2502989,102.5157757,,,,,,,,,,,,
2411909431,node,amenity,food_court,,,,12.2539313,102.513585,,,,,,,,,,,,
2412177566,node,amenity,cafe,Cafe Duo,,,12.244791,102.516588,,,,,,,,,,,,
3894580557,node,tourism,hotel,Khao Saming Paradise Resort,,,12.3667547,102.411446,,,,,,,,,,,,
4335274390,node,amenity,restaurant,เฮียบูรณ,,,12.2578626,102.5071283,,,,,,,,,,,,
4631974008,node,tourism,hotel,trat center Hotel,,,12.2505779,102.5103433,,,,,,,,trat,,,limited,
4684791493,node,tourism,hotel,trat City Hotel,,,12.2579015,102.5086968,,https://www.tratcityhotel.com/home,,,,,,trat,,,yes,
4702916989,node,tourism,hotel,trat City Hotel,,,12.254881,102.508678,,https://www.tratcityhotel.com/home,,,,,,"trat, 23000",,,yes,
4714749089,node,tourism,viewpoint,,View Tower,,12.251023,102.49575,,,,,,,,,,,,
4737939944,node,tourism,guest_house,Noi Guesthouse,Noi Guesthouse,,12.2406034,102.5130206,,,,,,,,,,,,
4737939948,node,amenity,restaurant,Street food,Street food,,12.2402209,102.5132048,,,,,,,,,,thai,,
4748584921,node,amenity,bar,sankaney,sankaney,sankaney,12.2483435,102.5171569,,,,,,,,,,,,
