osm_id,osm_type,category,subcategory,name,name_en,name_th,lat,lng,phone,website,facebook,instagram,line_id,email,opening_hours,address_full,stars,cuisine,wheelchair,operator
2343064816,node,amenity,nightclub,Bao Dan Night Club,,,17.1932354,102.4327219,,,,,,,,,,,,
2343064875,node,shop,massage,Nik Massage,,,17.1918896,102.437669,,,,,,,,,,,,
2343064882,node,tourism,hotel,Nattapong Grand Hotel,,โรงแรมณัฐพงษ์ แกรนด์,17.213564,102.4551667,,,,,,,,หนองบัวลำภู - อุดรธานี (210),,,,
3510112489,node,tourism,viewpoint,จุดชุมวิว ภูพานน้อย,Phu Phan Noi Viewpoint,จุดชุมวิว ภูพานน้อย,17.1931223,102.4752416,,,,,,,,,,,,
3956451914,node,amenity,cafe,,Cafe 299,,17.221112,102.4417696,,,,,,,,,,,,
3956451916,node,shop,coffee,Café Amazon,Café Amazon,คาเฟ่ อเมซอน,17.2356556,102.3960084,,,,,,,,,,coffee_shop,,PTT
4394479991,node,tourism,information,วนอุทยานน้ำตกเฒ่าโต้,,วนอุทยานน้ำตกเฒ่าโต้,17.2295518,102.4625684,,,,,,,,หนองบัวลำภู - อุดรธานี (210),,,,
4394495892,node,tourism,viewpoint,จุดชมวิว,View Point,จุดชมวิว,17.2283604,102.4611215,,,,,,,,,,,,
4394495893,node,tourism,attraction,หอดูดาว,Nong Bua Lam Phu Observatory,หอดูดาว,17.1932429,102.4764191,,,,,,,Mo-Su 08:30-20:30,"Nong Bua, Nong Wua So, Udon Thani 390, 39000",,,,
4394496090,node,amenity,restaurant,เชิงภูไก่ย่าง,,เชิงภูไก่ย่าง,17.2220727,102.4596459,,,,,,,,,,fish;chicken;lao;thai,,
4394496289,node,tourism,information,วนอุทยานบัวบาน,,วนอุทยานบัวบาน,17.2069918,102.469636,,,,,,,Mo-Su 08:30-20:00,,,,,
4394496290,node,amenity,cafe,กาแฟภูพาน,,กาแฟภูพาน,17.2215772,102.4595033,,,,,,,,,,tea;coffee_shop,,
4394496489,node,amenity,cafe,บ้านกาแฟเชิงภู,,บ้านกาแฟเชิงภู,17.2222281,102.4599619,,,,,,,,หนองบัวลำภู - อุดรธานี,,cake;coffee_shop,,
4394496490,node,amenity,restaurant,ครัวขนมจีนชาววัง,,ครัวขนมจีนชาววัง,17.2217662,102.4594422,,,,,,,,,,chinese;fish;regional;lao;thai,,
4394529910,node,tourism,hotel,โรงแรม กินรี รีสอร์ท,,โรงแรม กินรี รีสอร์ท,17.2118364,102.4548576,042360091,,,,,,,,,,,
4394561497,node,amenity,restaurant,กินรี สเต็ก แอรด์ เฮาส์,Kinaree Stake and House,กินรี สเต็ก แอรด์ เฮาส์,17.2117817,102.4551705,042311537,,,,,,Mo-Su 06:00-21:00,หนองบัวบำภู - อุดรธานี (210),,steak_house;thai;lao;local,,
4394565398,node,tourism,hotel,โรงแรมภูวรรณวา แกรนด์วิว,,โรงแรมภูวรรณวา แกรนด์วิว,17.2131785,102.4578824,0815453594,,,,,,,"272/3, ทางหลวงชนบท นภ.3038, 39000",,,,
4394614293,node,amenity,restaurant,ก๊วยเตี๋ยวเรือ ชินบุตร,,ก๊วยเตี๋ยวเรือ ชินบุตร,17.2047111,102.4459734,,,,,,,,,,ramen;noodles,,
4394632889,node,amenity,restaurant,พลีสโภชนา,,พลีสโภชนา,17.2073358,102.4478513,,,,,,,,,,chinese;diner;thai;lao,,
4395592694,node,tourism,motel,ไร่บุญมา,,ไร่บุญมา,17.2191691,102.3979576,0836585588,,,,,,24/7,,,,,
4395592695,node,tourism,motel,เรือนวังแสง,,เรือนวังแสง,17.2285872,102.3929383,0817494720,,,,,,24/7,,,,,
4395597990,node,tourism,attraction,นุสรา โฮมสเตย์,Nussara Homstay,นุสรา โฮมสเตย์,17.2227893,102.3980954,0933417708,,,,,,24/7,,,,,
4412683792,node,tourism,attraction,ภูหินลาดช่อฟ้า,,ภูหินลาดช่อฟ้า,17.2871916,102.4572393,,,,,,,,,,,,
6703113308,node,amenity,restaurant,ตู้กับข้าว delivery,,,17.2052512,102.4385482,,,,,,,,,,,,
6846562385,node,amenity,cafe,,Cafe Amazon,,17.2191182,102.4230882,,,,,,,,,,coffee_shop,,
7710402885,node,amenity,cinema,เมเจอร์ ซีนีเพล็กซ์,Major Cineplex,เมเจอร์ ซีนีเพล็กซ์ (ເມເຈີ ຊີນີເພຼກ),17.2146016,102.4320881,,,,,,,,,,,,
13285324688,node,tourism,attraction,ภูหินลาดช่อฟ้า,Phu Hin Lat Cho Fa,,17.2817335,102.4574103,,,,,,,,"Nam Phon, Mueang Nong Bua Lam Phu, Nong Bua Lam Phu, 39000",,,,
13285324689,node,tourism,viewpoint,ผาชมเมือง,Pha Chom Mueang,,17.2067288,102.4677456,,,,,,,,,,,,
1118566534,way,tourism,hotel,ภูฟ้ารีสอร์ท,Phu Fah Resort,,,,,,,,,,,,,,,
1493775579,way,amenity,cafe,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,,,,,,,,,,,,coffee_shop,,
