osm_id,osm_type,category,subcategory,name,name_en,name_th,lat,lng,phone,website,facebook,instagram,line_id,email,opening_hours,address_full,stars,cuisine,wheelchair,operator
706850456,node,amenity,fast_food,KFC,KFC,เค เอฟ ซี,18.2763213,99.4807836,1150,https://www.kfc.co.th/,,,,,,,,chicken,,Kentucky Fried Chicken
706850497,node,amenity,restaurant,MK Restaurants,MK Restaurants,,18.2759989,99.4808892,1642,https://www.mkrestaurant.com/,,,,,,,,suki,,MK Restaurants
728977995,node,tourism,hotel,Wienglakor,,,18.2816181,99.4889347,,,,,,,,,,,,
1398212544,node,tourism,hotel,Pin Hotel,,,18.2893232,99.4955715,+6654221509,,,,,,,,,,,
1398303019,node,amenity,bar,Riverside,,,18.2911593,99.4924001,,,,,,,,,,,,
1398312465,node,tourism,hotel,Arunsak Hotel,,,18.2889794,99.4989125,,,,,,,,,,,,
1482298381,node,tourism,museum,บ้านเสานัก,Baan Sao Nak,,18.2941368,99.5080353,,,,,,,closed,,,,,
1540594507,node,amenity,restaurant,หมูจุ่มp&p,,,18.2792298,99.4757044,,,,,,,,,,,,
1540712338,node,tourism,hotel,Kim Hotel,,,18.2887391,99.4954643,,,,,,,,,,,,
1540762494,node,tourism,guest_house,M. C. Apartments,,,18.2923539,99.4896811,,,,,,,,,,,,
1540781781,node,amenity,fast_food,The Pizza Company,The Pizza Company,เดอะ พิซซ่า คอมปะนี,18.2765076,99.4810667,1112,https://www.1112.com/,,,,,,,,chicken;pizza;pasta,,
1768612677,node,amenity,cafe,R Rom Yen Coffee,,,18.257599,99.5425159,,,,,,,,,,coffee_shop,,
1980587863,node,amenity,restaurant,Long Jim,,,18.2904997,99.4983793,+66828925009,,,,,,,,,pasta;italian;pizza,,
1980589176,node,amenity,cafe,The Hangout Cafe,,,18.2890226,99.4842372,,,,,,,,,,,,
2686121995,node,amenity,restaurant,,,,18.2994747,99.4842961,,,,,,,,,,thai,,
2717018637,node,amenity,nightclub,Mod Yim Nightclub,,,18.2888042,99.4861616,,,,,,,,,,,,
2771712136,node,shop,coffee,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,18.3042473,99.524315,,,,,,,,,,coffee_shop,,PTT
2772696627,node,tourism,guest_house,Chita,,,18.2904265,99.4968695,,,,,,,,,,,,
2772710493,node,amenity,restaurant,ร้านอร่อยบาทเดียว,Aroy One Baht,ร้านอร่อยบาทเดียว,18.2897615,99.4960589,+66 54 219 233,,,,,,Mo-Su 16:00-23:00,"297, Tipchang Rd, Mueang Lampang, Lampang, 52000",,thai,,
2774443653,node,amenity,restaurant,ก้องกี - บะหมี่เกี๊ยวเป็ดย่างฮ่องกง,Kong Kee Bamee Giao Pet Yang Hongkong,,18.2885063,99.4954871,+66 959296198,,,,,,Mo-Su 05:30-14:00,"Mueang Lampang, Lampang, 52100",,thai;chinese,,
2774456226,node,tourism,hotel,Asia Lampang Hotel,,,18.2885534,99.4946492,,,,,,,,,,,,
2774458385,node,amenity,cafe,Rot Niyom,,,18.2885695,99.4932987,,,,,,,,,,,,
2774467778,node,amenity,cafe,Viens Cafe,,,18.2869255,99.4947298,,,,,,,,,,,,
2774468207,node,amenity,restaurant,DeRoom,,,18.2881068,99.4954903,054225745,https://www.facebook.com/pages/DeRoom/126938267405015,,,,,,,,,,
2820205101,node,amenity,restaurant,ซุปเปอร์แซ่บ,,,18.2816917,99.4769653,,,,,,,,,,thai,,
2999062996,node,tourism,guest_house,Ton Nam & Ton Lux Guest House,,,18.2904358,99.4946624,+66 54 221 175,,,,,,,,,,,
3074320046,node,amenity,restaurant,แม่ยอดเรือน,,,18.2880733,99.492666,,,,,,,,,,,,
